dd,mm,zz,pp,departamento,municipio,puesto,mujeres,hombres,total,mesas,comuna,direccion
23,145,99,17,NARIÑO,YACUANQUER,CHAPACUAL,411,368,779,3,,CENTRO EDUCATIVO
23,145,99,28,NARIÑO,YACUANQUER,INANTAS,159,155,314,1,,SALON COMUNAL
23,145,99,33,NARIÑO,YACUANQUER,TAINDALA,144,97,241,1,,CENTRO EDUCATIVO
23,145,99,35,NARIÑO,YACUANQUER,TASNAQUE,192,200,392,2,,CENTRO EDUCATIVO
23,145,99,90,NARIÑO,YACUANQUER,ZARAGOZA,107,100,207,1,,CENTRO EDUCATIVO
24,001,01,01,RISARALDA,PEREIRA,INST.EDUC.VILLASANTANA,4880,4113,8993,24,01COMUNA 1 VILLA SANTANA,CL 14D ESTE # 14-40 MONSERRATE
24,001,01,02,RISARALDA,PEREIRA,I.E. COMPARTIR LAS BRISAS,1759,1233,2992,8,01COMUNA 1 VILLA SANTANA,CL 23 ESTE # 35 - 25  LAS BRISAS
24,001,01,03,RISARALDA,PEREIRA,I.E. JAIME SALAZAR ROBLEDO,2004,1415,3419,9,01COMUNA 1 VILLA SANTANA,KR 23 # 16 ESTE - 35 BR. TOKIO
24,001,02,01,RISARALDA,PEREIRA,CTRO.EDU.JORGE ELIECER GAITAN,2089,5751,7840,21,02COMUNA 2 ORIENTE,KR. 7 #. 1E - 31  ALFONSO LOPEZ
24,001,02,02,RISARALDA,PEREIRA,INSTITUTO KENNEDY,7478,2936,10414,28,02COMUNA 2 ORIENTE,KR  12  #. 9E - 12
24,001,02,03,RISARALDA,PEREIRA,ESC GRAL MOSQUERA SD 2 IE H. VELEZ M,1745,1439,3184,9,02COMUNA 2 ORIENTE,AV DEL RIO CRA 1 ENTRE CALLES 3 Y 4
24,001,02,04,RISARALDA,PEREIRA,IE MARCO FIDEL SUAREZ,2826,2895,5721,15,03COMUNA 3 VILLAVICENCIO,CALLE 8 No 11-34
24,001,02,05,RISARALDA,PEREIRA,COLEGIO BASICO CENTENARIO,2828,2441,5269,14,03COMUNA 3 VILLAVICENCIO,KR  9A. #.  4 - 06
24,001,03,01,RISARALDA,PEREIRA,INST.EDU.CARLOTA SANCHEZ,2424,7638,10062,27,04COMUNA 4 RIO OTUN,CL 19 # 3 - 38
24,001,03,02,RISARALDA,PEREIRA,INST.EDUC.ALFREDO GARCIA,9988,4517,14505,38,04COMUNA 4 RIO OTUN,KR  2A # 34 B 40
24,001,03,03,RISARALDA,PEREIRA,COLEGIO SAN JOSE,3612,2722,6334,17,04COMUNA 4 RIO OTUN,KR 3A #. 27 - 76
24,001,03,04,RISARALDA,PEREIRA,INST.EDU.CARLOTA SANCHEZ 2,5667,1586,7253,19,04COMUNA 4 RIO OTUN,CL 20 # 3 - 23
24,001,03,05,RISARALDA,PEREIRA,INST.EDU.CARLOTA SANCHEZ 3,1692,3625,5317,14,04COMUNA 4 RIO OTUN,CL 20 #. 3 - 65
24,001,04,01,RISARALDA,PEREIRA,COLEGIO GIMNASIO PEREIRA,3504,2969,6473,17,05COMUNA 5 UNIVERSIDAD,KR 13  #. 3E -  99 BR. LA AURORA
24,001,04,02,RISARALDA,PEREIRA,COMPLEJO EDUC LA JULITA,2078,1811,3889,11,05COMUNA 5 UNIVERSIDAD,CALLE 14 CARRERA 17-02 ESQ
24,001,04,03,RISARALDA,PEREIRA,UNIV.TECNOLOGICA DE PEREIRA,2807,2972,5779,16,05COMUNA 5 UNIVERSIDAD,CL 11  # 27 - 59  ALAMOS
24,001,05,01,RISARALDA,PEREIRA,INST.EDUCATIVA BOYACA,2718,3442,6160,17,06COMUNA  6 CENTRO,KR 5A. #. 21 - 02
24,001,05,02,RISARALDA,PEREIRA,CENTRO CULTURAL LUCY TEJADA,8800,9479,18279,48,06COMUNA  6 CENTRO,KR.9 ENTRE CLS 16 Y 17
24,001,06,01,RISARALDA,PEREIRA,COL.OFICIAL LA INMACULADA,6500,5526,12026,32,06COMUNA  6 CENTRO,KR. 8 #. 39 - 40
24,001,06,02,RISARALDA,PEREIRA,SENA,7521,6665,14186,37,06COMUNA  6 CENTRO,KR. 8 #. 26 - 75
24,001,06,03,RISARALDA,PEREIRA,GOBERNACION DE RISARALDA,7065,7214,14279,38,06COMUNA  6 CENTRO,KR 13 CLL 19 PARQUE OLAYA
24,001,07,01,RISARALDA,PEREIRA,COLEGIO SAN NICOLAS,4323,3634,7957,21,07COMUNA 7 SAN NICOLAS,KR. 15 #. 30 - 34 SAN NICOLÁS
24,001,07,02,RISARALDA,PEREIRA,COLEGIO NORMAL SUPERIOR,3423,2712,6135,16,08COMUNA 8 EL JARDIN,KR 17 BIS # 46 - 50 URB. EL JARDIN II ETAPA
24,001,07,03,RISARALDA,PEREIRA,COLEGIO SUR ORIENTAL,4461,3538,7999,21,09COMUNA 9 BOSTON,CL 17 # 23 B 26 BR. BOSTON
24,001,07,04,RISARALDA,PEREIRA,INST.EDUCATIVA PROVIDENCIA,2875,2288,5163,14,09COMUNA 9 BOSTON,KR. 20 #. 23 - 15
24,001,07,05,RISARALDA,PEREIRA,CENTRO EDUC.EL ROCÍO,1110,893,2003,6,10COMUNA 10 EL ROCIO,INSPECCIÓN URBANA EL ROCÍO
24,001,08,01,RISARALDA,PEREIRA,INST.EDUCATIVA CIUDAD BOQUIA,8842,6942,15784,42,11COMUNA 11 DEL CAFE,KR 6A  # 63 - 50 SEC. E CIUDADELA DEL CAFÉ
24,001,08,02,RISARALDA,PEREIRA,LICEO CIAL AQUILINO BEDOYA,3953,3312,7265,19,12COMUNA 12 FERROCARRIL,AV 30 DE AGOSTO #. 62 - 59
24,001,09,01,RISARALDA,PEREIRA,IE REMIGIO ANTONIO CAÑARTE,3932,3003,6935,19,13COMUNA 13 EL POBLADO,KR 22 B # 29 - 40 BR. EL POBLADO I ETAPA
24,001,09,02,RISARALDA,PEREIRA,I.E.SAMARIA,4556,3409,7965,21,13COMUNA 13 EL POBLADO,KR 34 # 32C - 35 SAMARIA I
24,001,09,03,RISARALDA,PEREIRA,CENTRO EDUC.NARANJITO,6181,4432,10613,28,14COMUNA 14 CONSOTA,CL 66 D # 44 - 45 VEREDA NARANJITO
24,001,10,01,RISARALDA,PEREIRA,COLEGIO OFICIAL CIUDADELA CUBA,6684,5420,12104,32,15COMUNA 15 EL OSO,CL. 71 CRA. 28 BARRIO LOS CRISTALES
24,001,10,02,RISARALDA,PEREIRA,CTRO EDUC.BAYRON GAVIRIA,7919,6200,14119,37,16COMUNA 16 PERLA DEL OTUN,CL 75 # 36F - 26 LOS HÉROES -
24,001,10,03,RISARALDA,PEREIRA,COLEGIO BASICO SAN JOAQUIN,5709,4503,10212,27,17COMUNA 17 SAN JOAQUIN,CL 86 # 36 - 40 SAN JOAQUÍN
24,001,10,04,RISARALDA,PEREIRA,COL.SOFFY HERNANDEZ MARIN,2392,1590,3982,11,17COMUNA 17 SAN JOAQUIN,KR 26 B # 74 A 35 CUBA
24,001,10,05,RISARALDA,PEREIRA,COL RODRIGO ARENAS BETANCUR,577,376,953,3,15COMUNA 15 EL OSO,CL 80 No 36B-30
24,001,11,01,RISARALDA,PEREIRA,UNI.LIBRE DE PEREIRA BELMONTE,3181,3094,6275,17,18COMUNA  18 OLIMPICA,AV DE LAS AMÈRICAS SECTOR BELMONTE
24,001,11,02,RISARALDA,PEREIRA,CTRO EDUC.LUIS CARLOS GONZALEZ,3544,2473,6017,16,18COMUNA  18 OLIMPICA,CL 82 KR 17 BIS GAMMA II
24,001,11,03,RISARALDA,PEREIRA,COL.BASICO ALFONSO JARAMILLO,5462,4594,10056,27,18COMUNA  18 OLIMPICA,KR. 25 #. 77 - 18 BR. CORALES
24,001,11,04,RISARALDA,PEREIRA,INST.EDUC.ESCOLAR SAN FERNANDO,7646,6675,14321,38,19 COMUNA 19 CUBA,CL 70 #. 23B - 20 CUBA
24,001,11,05,RISARALDA,PEREIRA,CENTRO EDUCATIVO JUAN XXIII,4825,4124,8949,24,19 COMUNA 19 CUBA,KR. 23 BIS #.74 - 40 CUBA
24,001,90,01,RISARALDA,PEREIRA,COL.INEM FELIPE PEREZ JARDIN 1,11916,12493,24409,31,,BARRIO EL JARDIN ETAPA 1
24,001,98,01,RISARALDA,PEREIRA,CARCEL,9,206,215,1,,KR. 8A  #. 41 - 97
24,001,99,05,RISARALDA,PEREIRA,ALTAGRACIA,2305,2265,4570,12,20CORREGIMIENTO ALTAGRACIA,CTRO EDUCATIVO MARÍA CRISTINA GOMEZ
24,001,99,08,RISARALDA,PEREIRA,LA FLORIDA,1066,1165,2231,6,21CORREGIMIENTO LA FLORIDA,I.E HÉCTOR ANGEL ARCILA
24,001,99,09,RISARALDA,PEREIRA,SAN JOSE,386,420,806,3,21CORREGIMIENTO LA FLORIDA,CENT DOC SAN JOSE OTUN VIA LA FLORIDA
24,001,99,10,RISARALDA,PEREIRA,EL CHOCHO,402,437,839,3,22CORREGIMIENTO LA BELLA,CTRO EDUCATIVO ANA ARANGO DE URIBE
24,001,99,13,RISARALDA,PEREIRA,LA BELLA,733,926,1659,5,22CORREGIMIENTO LA BELLA,I.E. LA BELLA
24,001,99,21,RISARALDA,PEREIRA,MUNDO NUEVO,520,577,1097,3,22CORREGIMIENTO LA BELLA,INSTITUTO DOCENTE MUNDO NUEVO
24,001,99,22,RISARALDA,PEREIRA,LA GRAMINEA,338,381,719,2,23CORR.TRIBUNAS CORCEGA,CTRO EDUCATIVO LA GRAMÍNEA
24,001,99,23,RISARALDA,PEREIRA,EL MANZANO,183,203,386,2,23CORR.TRIBUNAS CORCEGA,INST. DOCENTE EL MANZANO
24,001,99,30,RISARALDA,PEREIRA,TRIBUNAS CORCEGA,2220,2042,4262,12,23CORR.TRIBUNAS CORCEGA,COL. OFICIAL JOSÉ ANTONIO GALÁN
24,001,99,34,RISARALDA,PEREIRA,ARABIA,1102,1181,2283,6,24CORREGIMIENTO ARABIA,INST AGRÍCOLA SAN FRANCISCO DE ASIS
24,001,99,39,RISARALDA,PEREIRA,BETULIA,383,431,814,3,24CORREGIMIENTO ARABIA,CTRO DOCENTE BETULIA
24,001,99,40,RISARALDA,PEREIRA,YARUMAL,321,344,665,2,24CORREGIMIENTO ARABIA,INST. DOCENTE YARUMAL
24,001,99,41,RISARALDA,PEREIRA,PUERTO CALDAS PUENTE BOLIVAR,1860,1471,3331,9,25COR. PUERTO CALDAS(PUENTE BOL),C.E. ENRIQUE MILLÁN RUBIO
24,001,99,48,RISARALDA,PEREIRA,CAIMALITO,1799,1433,3232,9,26CORREGIMIENTO CAIMALITO,I.E. GABRIEL TRUJILLO
24,001,99,61,RISARALDA,PEREIRA,COMBIA BAJA,1255,1423,2678,7,27CORREGIMIENTO COMBIA BAJA,ESC. EL PLACER
24,001,99,65,RISARALDA,PEREIRA,LA HONDA,148,204,352,1,27CORREGIMIENTO COMBIA BAJA,CTRO EDUCATIVO LA HONDA
24,001,99,70,RISARALDA,PEREIRA,LA CONVENCION,426,513,939,3,28CORREGIMIENTO COMBIA ALTA,ESC. SAN VICENTE
24,001,99,74,RISARALDA,PEREIRA,COMBIA ALTA,851,947,1798,5,28CORREGIMIENTO COMBIA ALTA,INSTITUTO EDUCATIVO EL PITAL
24,001,99,85,RISARALDA,PEREIRA,CERRITOS,3447,3129,6576,18,29CORREGIMIENTO CERRITOS,COLEGIO COMUNITARIO CERRITOS
24,001,99,90,RISARALDA,PEREIRA,MORELIA,1146,1182,2328,7,30CORREGIMIENTO MORELIA,CTRO DOCENTE MORELIA
24,001,99,96,RISARALDA,PEREIRA,LA ESTRELLA LA PALMILLA,700,720,1420,4,31CORR. LA ESTRELLA LA PALMILLA,ESC. RURAL LA ESTRELLA -LA PALMILLA
24,008,00,00,RISARALDA,APIA,PUESTO CABECERA MUNICIPAL,4117,4558,8675,23,,POLIDEPORTIVO D.P.A./CASA DE LA CULTURA E.J.C.
24,008,99,20,RISARALDA,APIA,GUARNE,116,141,257,1,,CTRO EDUC GUARNE
24,008,99,30,RISARALDA,APIA,ALTA CAMPANA,182,234,416,2,,I.E. ALTA CAMPANA
24,008,99,31,RISARALDA,APIA,JORDANIA,169,235,404,2,,I. E.  JORDANIA
24,008,99,56,RISARALDA,APIA,SAN AGUSTIN,151,215,366,1,,C.E. SAN AGUSTIN  - VEREDA
24,008,99,80,RISARALDA,APIA,SAN CARLOS,117,162,279,1,,C. E. SAN CARLOS - VEREDA
24,013,00,00,RISARALDA,BALBOA,PUESTO CABECERA MUNICIPAL,1907,2220,4127,11,,COLISEO MUNICIPALPAL - BR. VILLA NUEVA
24,013,99,15,RISARALDA,BALBOA,CUBA,139,185,324,1,,COOPERATIVA PROGRESEMOS
24,013,99,45,RISARALDA,BALBOA,LA AURORA,136,172,308,1,,ESCUELA LA AURORA
24,013,99,55,RISARALDA,BALBOA,CRUCES,80,96,176,1,,ESCUELA CRUCES
24,013,99,65,RISARALDA,BALBOA,TRES ESQUINAS,133,165,298,1,,ESC. TRES ESQUINAS
24,013,99,81,RISARALDA,BALBOA,TAMBORES,180,240,420,2,,COLEGIO TAMBORES
24,021,00,00,RISARALDA,BELEN DE UMBRIA,PUESTO CABECERA MUNICIPAL,8514,9140,17654,46,,COL. NUESTRA SEÑORA DEL ROSARIO
24,021,99,10,RISARALDA,BELEN DE UMBRIA,ANDICA,171,223,394,2,,CTRO EDUC RURAL ANDICA
24,021,99,18,RISARALDA,BELEN DE UMBRIA,BALDELOMAR,126,150,276,1,02CORREGIMIENTO TAPARCAL,CASETA COMUNAL BALDELOMAR
24,021,99,34,RISARALDA,BELEN DE UMBRIA,COLUMBIA O LA FLORIDA,313,434,747,2,01CORREGIMIENTO COLUMBIA,COL. BÁSICO RURAL COLUMBIA
24,021,99,51,RISARALDA,BELEN DE UMBRIA,MATA DE GUADUA,205,308,513,2,,ESC. TUMURRAMA
24,021,99,55,RISARALDA,BELEN DE UMBRIA,PROVIDENCIA,112,180,292,1,,CTRO EDUC. RURAL PROVIDENCIA
24,021,99,68,RISARALDA,BELEN DE UMBRIA,PUENTE UMBRIA,258,299,557,2,,COL. BASICO RURAL
24,021,99,85,RISARALDA,BELEN DE UMBRIA,TAPARCAL,485,536,1021,3,02CORREGIMIENTO TAPARCAL,INSTITUTO AGROPECUARIO TAPARCAL
24,025,01,01,RISARALDA,DOSQUEBRADAS,CENTRO DOCENTE OTUN,2638,2866,5504,15,01COMUNA 1,KR 19 CL 13 BR. OTÚN
24,025,01,02,RISARALDA,DOSQUEBRADAS,COLEGIO POPULAR DIOCESANO,4488,3978,8466,23,01COMUNA 1,SECTOR LA BADEA
24,025,01,03,RISARALDA,DOSQUEBRADAS,ESCUELA LA ESNEDA,841,815,1656,5,01COMUNA 1,AV. DEL RIO CL 24 LA ESNEDA
24,025,01,04,RISARALDA,DOSQUEBRADAS,INT. SANTA SOFIA,6535,5065,11600,31,02  COMUNA  2,KR 24 #. 09 -46 BR. EL JAPON
24,025,01,05,RISARALDA,DOSQUEBRADAS,INST. AGUSTIN NIETO CABALLERO,3824,3259,7083,19,02  COMUNA  2,SECTOR FRAILES
24,025,02,01,RISARALDA,DOSQUEBRADAS,CTRO. DOCENTE MANUELITA SAENZ,1877,2975,4852,13,03 COMUNA 3,KR. 2 #. 17B - 13 CAMPESTRE B
24,025,02,02,RISARALDA,DOSQUEBRADAS,ESCUELA POLICARPA SALAVARRIET,2908,2493,5401,15,03 COMUNA 3,CAMPESTRE C MZ 8
24,025,02,03,RISARALDA,DOSQUEBRADAS,COLEGIO NUEVA REPUBLICA,3910,1995,5905,16,03 COMUNA 3,MZ. 17 ESQ. CAMPESTRE D
24,025,02,04,RISARALDA,DOSQUEBRADAS,SENA,3489,2942,6431,17,04 COMUNA  4,DG 26 TRANV. 7 B. SANTA ISABEL
24,025,02,05,RISARALDA,DOSQUEBRADAS,COL.BASICO SANTA JUANA,3711,3090,6801,18,05COMUNA 5,DIAG. 21 TRANV. 22 SECTOR DE LA PRADERA
24,025,02,06,RISARALDA,DOSQUEBRADAS,IE MARIA AUXILIADORA,2209,1641,3850,11,06 COMUNA 6,CL 43 No 13-74 B BUENOS AIRES
24,025,02,07,RISARALDA,DOSQUEBRADAS,COLEGIO PABLO VI,5192,4237,9429,25,07 COMUNA 7,CL 44 # 23 -24 LOS MOLINOS
24,025,03,01,RISARALDA,DOSQUEBRADAS,ESCUELA SAN DIEGO,3116,2334,5450,15,08 COMUNA  8,CL 56 # 19 -58 SAN DIEGO
24,025,03,02,RISARALDA,DOSQUEBRADAS,COLEGIO NUEVA GRANADA,754,535,1289,4,08 COMUNA  8,CALLE 51 CARRERA 22A BARRIO GRANADA
24,025,03,03,RISARALDA,DOSQUEBRADAS,COL.MANUEL ELKIN PATARROYO,4214,3267,7481,20,09COMUNA 9,CL 73 BIS KR 21 BARRIO CÉSAR AUGUSTO LOPEZ
24,025,03,04,RISARALDA,DOSQUEBRADAS,CTRO DOCENTE CAMILO TORRES,2829,2235,5064,14,09COMUNA 9,PLAN 3 ZONA 6 CAMILO TORRES
24,025,03,05,RISARALDA,DOSQUEBRADAS,COLEGIO BASICO NOROCCIDENTAL,5615,4582,10197,27,10COMUNA 10,BR. TEJARES DE LA LOMA
24,025,03,06,RISARALDA,DOSQUEBRADAS,INSTITUCION EDUCATIVA BOMBAY,1174,830,2004,6,10COMUNA 10,CARRERA 11 CALLE 65 Y 66 BOMBAY III
24,025,03,07,RISARALDA,DOSQUEBRADAS,CTRO DOCENTE RENACIMIENTO,1164,1287,2451,7,10COMUNA 10,KR. 16 #. 79 - 42 LA ROMELIA
24,025,03,08,RISARALDA,DOSQUEBRADAS,COL.JUAN MANUEL GONZALEZ,5571,4665,10236,27,11 COMUNA 11,KR. 11 CL 46 LOS NARANJOS
24,025,03,09,RISARALDA,DOSQUEBRADAS,COLEGIO CRISTO REY,1026,688,1714,5,11 COMUNA 11,CALLE 67 No. 18 - 01 BARRIO LA CAPILLA
24,025,04,01,RISARALDA,DOSQUEBRADAS,COL.NTRA SRA DE GUADALUPE,5551,4444,9995,27,12 COMUNA 12,KR. 13 A # 35 -31 BR. GUADALUPE
24,025,04,02,RISARALDA,DOSQUEBRADAS,COLEGIO SALESIANO,8626,7670,16296,43,12 COMUNA 12,CL. 29 FRENTE A COMESTIBLES LA ROSA
24,025,90,01,RISARALDA,DOSQUEBRADAS,PUESTO CENSO,3680,3591,7271,10,,CL 20 COLEGIO FABIO VASQUEZ BOTERO
24,025,98,01,RISARALDA,DOSQUEBRADAS,CARCEL,62,6,68,1,,CTRO DE RECLUSIÓN LA BADEA
24,025,99,10,RISARALDA,DOSQUEBRADAS,SERRANIA ALTO NUDO (LA UNION),745,764,1509,4,13CORR.SERRANIA ALTO DEL NUDO,LA UNION COLEGIO CARTAGENA
24,025,99,40,RISARALDA,DOSQUEBRADAS,LAS MARCADAS (ALTO DEL TORO),134,162,296,1,14CORREGIMIENTO LAS MARCADAS,ESC. ALTO DEL TORO
24,025,99,70,RISARALDA,DOSQUEBRADAS,LAS MARCADAS ( FRAILES),1094,1037,2131,6,14CORREGIMIENTO LAS MARCADAS,ESCUELA FRAILES
24,029,00,00,RISARALDA,GUATICA,PUESTO CABECERA MUNICIPAL,3167,3517,6684,18,,COLEGIO MARIA REINA CALLE 9 No. 7-18
24,029,99,35,RISARALDA,GUATICA,SAN CLEMENTE,647,698,1345,4,,I.E SAN CLEMENTE-CORREGIMIENTO SAN CLEMENTE
24,029,99,70,RISARALDA,GUATICA,ESC. BASICA SANTA ANA,810,929,1739,5,,INSTITUCIÓN EDUCATIVA SANTA ANA SECCIÓN PRIMARIA
24,029,99,75,RISARALDA,GUATICA,ESC. BASICA TRAVESIAS,237,321,558,2,,I.E JUAN XXIII CORREGIMIENTO TRAVESÍAS
24,038,00,00,RISARALDA,LA CELIA,PUESTO CABECERA MUNICIPAL,2808,3322,6130,16,KR,. 2 # 2-84 C.E. ATANASIO GIRARDOT
24,038,99,50,RISARALDA,LA CELIA,PATIO BONITO,152,215,367,1,01CORREGIMIENTO PATIO BONITO,CTRO EDUCATIVO PATIO BONITO –
24,046,01,01,RISARALDA,LA VIRGINIA,COLISEO ROBERTO NARANJO DUQUE,2794,2665,5459,15,CR,A 6 No 14-14
24,046,01,02,RISARALDA,LA VIRGINIA,ESC. GENERAL SANTANDER,2696,2179,4875,13,KR,9A #. 13-08 BR. BALSILLAS
24,046,02,01,RISARALDA,LA VIRGINIA,ESC. ANTONIO RICAURTE,2368,3088,5456,15,CL,8 # 9-51 BR. SAN CAYETANO
24,046,02,02,RISARALDA,LA VIRGINIA,COL. LICEO GABRIELA MISTRAL,3572,2390,5962,16,CL,9 No. 7-83
24,046,02,03,RISARALDA,LA VIRGINIA,I.E.PEDRO PABLO BELLO,1244,1270,2514,7,DG,"1C No. 20-02,BR. PEDRO PABLO BELLO"
24,046,90,01,RISARALDA,LA VIRGINIA,PUESTO CENSO,3558,3540,7098,9,CL,"11 No. 9A-18,I.E.BERNANRDO ARIAS TRUJILLO"
24,046,99,25,RISARALDA,LA VIRGINIA,EL AGUACATE,59,67,126,1,ES,C. LA SANTISIMA TRINIDAD
24,046,99,50,RISARALDA,LA VIRGINIA,LA PALMA,119,161,280,1,CO,LISEO - ANTIGUA INSPECCIÓN DE POLICIA
24,054,00,00,RISARALDA,MARSELLA,PUESTO CABECERA MUNICIPAL,6353,6669,13022,34,,ESC.MARISCAL SUCRE CL17 12-13
24,054,99,14,RISARALDA,MARSELLA,ALTO CAUCA,316,389,705,2,,AULA MAXIMA I. E. ALTO CAUCA -
24,054,99,23,RISARALDA,MARSELLA,EL RAYO,133,152,285,1,,ESC. EL RAYO
24,054,99,28,RISARALDA,MARSELLA,ESTACION PEREIRA,91,105,196,1,,ESC. ESTACION PEREIRA
24,054,99,35,RISARALDA,MARSELLA,GUAYABO,108,149,257,1,,CASETA COMUNAL
24,054,99,60,RISARALDA,MARSELLA,LA ARGENTINA,68,83,151,1,,ESC. LA ARGENTINA
24,054,99,65,RISARALDA,MARSELLA,LA NUBIA,83,105,188,1,,ESC. LA NUBIA
24,054,99,70,RISARALDA,MARSELLA,LAS TAZAS (LA ORIENTAL),294,333,627,2,,CASETA COMUNAL
24,054,99,75,RISARALDA,MARSELLA,MIRACAMPO,83,125,208,1,,ESCUELA SAN ANDRES
24,062,00,00,RISARALDA,MISTRATO,PUESTO CABECERA MUNICIPAL,3912,4280,8192,22,,INST. MISTRATO
24,062,99,35,RISARALDA,MISTRATO,ESCUELA LA JEGUADA,1212,1162,2374,7,ES,CUELA LA JEGUADA
24,062,99,75,RISARALDA,MISTRATO,SAN ANTONIO DEL CHAMI,351,407,758,2,,CENTRO COMUNITARIO SAN ANTONIO
24,070,00,00,RISARALDA,PUEBLO RICO,PUESTO CABECERA MUNICIPAL,2658,2814,5472,15,,ESC. SIMÓN BOLÍVAR CR. 4 N.7-43
24,070,99,20,RISARALDA,PUEBLO RICO,GUAYABAL,68,116,184,1,,ESC. EL ROCIO
24,070,99,35,RISARALDA,PUEBLO RICO,LA PRADERA (ITAURI),275,228,503,2,,ESCUELA ITAURI
24,070,99,50,RISARALDA,PUEBLO RICO,SANTA CECILIA,1541,1536,3077,9,ES,CUELA SAN PEDRO CLAVER
24,070,99,75,RISARALDA,PUEBLO RICO,VILLA CLARET,159,224,383,1,,SALON COMUNAL
24,078,00,00,RISARALDA,QUINCHIA,PUESTO CABECERA MUNICIPAL,7327,7609,14936,39,,COLISEO MAYOR JUAN GUILLERMO ANGEL
24,078,99,14,RISARALDA,QUINCHIA,BATERO,540,634,1174,4,SA,LON COMUNAL
24,078,99,28,RISARALDA,QUINCHIA,IRRA,1087,1011,2098,6,BA,LNEARIO BRISAS DEL RIO VIA PANAMERICANA
24,078,99,70,RISARALDA,QUINCHIA,NARANJAL,523,585,1108,3,,INST. AGROPECUARIO NARANJAL
24,078,99,84,RISARALDA,QUINCHIA,SANTA ELENA,329,393,722,2,,INST. INTEGRADO SANTA ELENA
24,086,01,01,RISARALDA,SANTA ROSA DE CABAL,CENTRO DOCENTE LA HERMOSA,4039,3468,7507,20,01COMUNA  1,KR 23 #. 18-10 ETAPA I
24,086,01,02,RISARALDA,SANTA ROSA DE CABAL,INST.TECNG.SANTA ROSA DE CABAL,3673,3546,7219,19,02COMUNA 2,CALLE 6 No. 8-83
24,086,01,03,RISARALDA,SANTA ROSA DE CABAL,ESC ANEXA SAN VICENTE DE PAUL,4670,3978,8648,23,03COMUNA 3,CLL 12 No 12-68
24,086,02,01,RISARALDA,SANTA ROSA DE CABAL,COL. MARIANO OSPINA PEREZ,3070,4400,7470,20,04COMUNA 4,KR 14 # 19-87
24,086,02,02,RISARALDA,SANTA ROSA DE CABAL,COLISEO MUNICIPAL JHON BAYRON GAVIRIA,2657,1491,4148,11,04COMUNA 4,CRA 16 CLL 18 ESQUINA
24,086,02,03,RISARALDA,SANTA ROSA DE CABAL,CENTRO DE INTEGRACION CIUDADANA,2419,2101,4520,12,05COMUNA  5,CRA 13 CLL 37 EL TRIUNFO
24,086,02,04,RISARALDA,SANTA ROSA DE CABAL,HOGAR INFANTIL LAS ARAUCARIAS,2276,1706,3982,11,05COMUNA  5,CARRERA 15 CALLE 27 ESQUINA
24,086,90,01,RISARALDA,SANTA ROSA DE CABAL,COL NAL. FCO. JOSE DE CALDAS,7105,6872,13977,18,,KR. 12 CL 7 ESQUINA
24,086,98,01,RISARALDA,SANTA ROSA DE CABAL,CARCEL,2,47,49,1,,KR 16 # 14-27
24,086,99,15,RISARALDA,SANTA ROSA DE CABAL,EL ESPAÑOL,641,891,1532,4,06CORREGIMIENTO EL ESPAÑOL,CENTRO DOCENTE EL ESPAÑOL
24,086,99,24,RISARALDA,SANTA ROSA DE CABAL,SANTA BARBARA,338,428,766,2,07CORREGIMIENTO SANTA BARBARA,ESCUELA RURAL SANTA BARBARA
24,086,99,32,RISARALDA,SANTA ROSA DE CABAL,EL MANZANILLO,220,274,494,2,08CORREGIMIENTO EL MANZANILLO,ESCUELA ANTONIO NARIÑO
24,086,99,40,RISARALDA,SANTA ROSA DE CABAL,DEL SUR LAS MANGAS-CEDRALITO,262,336,598,2,09CORR. LAS MANGAS  EL CEDRALITO,CASETA COMUNAL VEREDA LAS MANGAS
24,086,99,82,RISARALDA,SANTA ROSA DE CABAL,LA CAPILLA (SAN JUAN),262,311,573,2,10CORR.LA CAPILLA (SAN JUAN),ESCUELA LA MILAGROSA
24,094,00,00,RISARALDA,SANTUARIO,PUESTO CABECERA MUNICIPAL,4513,5037,9550,25,,CALLE 5 No. 6-26
24,094,99,15,RISARALDA,SANTUARIO,BARCINAL (LA ESMERALDA),182,261,443,2,,ESC. LA BAMBA
24,094,99,25,RISARALDA,SANTUARIO,BRETAÑA,363,446,809,3,,COL. LA MARINA
24,094,99,30,RISARALDA,SANTUARIO,LA MARIA (PLAYA RICA),213,232,445,2,,ESC. PLAYA RICA
24,094,99,50,RISARALDA,SANTUARIO,PERALONSO,322,450,772,3,,CASETA DE ACCION COMUNAL
24,094,99,75,RISARALDA,SANTUARIO,TOTUI,41,64,105,1,,ESC. EL RODADERO
25,001,01,01,NORTE DE SAN,CUCUTA,COL SAN JOSE sede MERCEDES ABREGO,6183,6756,12939,34,01 COMUNA  1  CENTRO,AV. 12 #. 9 - 01 BR. EL LLANO
25,001,01,02,NORTE DE SAN,CUCUTA,COL SAGRADO sede ANTONIA SANTO,6412,4960,11372,30,01 COMUNA  1  CENTRO,AV. 9 # 15-42 BR. EL PARAMO
25,001,01,03,NORTE DE SAN,CUCUTA,COL SAGRADO CORAZON DE JESUS,6878,5535,12413,33,01 COMUNA  1  CENTRO,CL. 16 # 3 - 60 BR LA PLAYA
